ダウンロードした時刻：2021/10/19 16:54:08

,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山
2020/10/18,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,4.6,8,5.9,8,1,13.1,8,1,15.6,8,15.9,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,5.3,,8,4.1,0,8,1,14.9,8,1,16.7,8,16.9,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.0,8,4.5,8,1,13.6,8,1,16.8,8,16.3,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.4,8,3.2,8,1,13.8,8,1,15.9,8,15.2,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,5.6,,8,5.0,0,8,1,14.8,8,1,16.6,8,16.2,8,1,曇時々晴,8,1,曇時々晴,8,1
2020/10/19,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,5,1,4.7,8,7.5,8,1,13.0,5,1,15.4,8,15.7,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,5.3,,8,5.6,0,8,1,14.7,8,1,16.5,8,16.3,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.0,8,3.9,8,1,14.0,8,1,16.6,8,16.2,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.5,8,3.7,8,1,13.6,8,1,15.7,8,15.0,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,5.7,,8,3.9,0,8,1,14.3,8,1,16.4,8,16.1,8,1,曇後一時雨,8,1,曇時々晴,8,1
2020/10/20,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,4.8,8,3.9,8,1,15.8,8,1,15.2,8,15.6,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,5.4,,8,4.1,0,8,1,16.4,8,1,16.3,8,16.9,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.1,8,5.8,8,1,15.6,8,1,16.4,8,16.8,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.5,8,4.7,8,1,14.9,8,1,15.6,8,15.9,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,5.7,,8,5.6,0,8,1,15.7,8,1,16.2,8,16.9,8,1,晴一時曇,8,1,晴,8,1
2020/10/21,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,5.0,8,2.6,8,1,16.2,8,1,15.0,8,16.2,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,5.6,,8,2.1,0,8,1,16.6,8,1,16.1,8,17.4,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.2,8,3.0,8,1,15.1,8,1,16.2,8,17.0,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.6,8,1.6,8,1,15.8,8,1,15.4,8,16.1,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,5.8,,8,1.6,0,8,1,17.3,8,1,16.0,8,17.2,8,1,晴後一時曇,8,1,曇,8,1
2020/10/22,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,2.5,8,1,5.1,8,7.9,8,1,16.4,8,1,14.8,8,16.2,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,3.5,0,8,1,5.7,,8,12.0,0,8,1,18.5,8,1,15.8,8,17.3,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,1.0,8,1,7.3,8,15.4,8,1,17.2,8,1,16.0,8,16.7,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,1.0,8,1,6.7,8,6.0,8,1,17.3,8,1,15.2,8,16.0,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,3.0,0,8,1,5.9,,8,7.7,0,8,1,19.8,8,1,15.8,8,17.1,8,1,曇時々雨,8,1,雨,8,1
2020/10/23,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,24.0,8,1,5.2,8,8.1,8,1,14.6,8,1,14.5,8,15.6,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,26.0,0,8,1,5.8,,8,7.6,0,8,1,15.1,8,1,15.6,8,16.5,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,49.5,8,1,7.4,8,14.2,8,1,14.9,8,1,15.8,8,16.3,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,49.0,8,1,6.9,8,14.8,8,1,15.2,8,1,15.0,8,15.5,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,28.5,0,8,1,5.9,,8,10.0,0,8,1,15.5,8,1,15.6,8,16.6,8,1,雨後時々曇,8,1,雨時々曇一時晴,8,1
2020/10/24,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,29.0,8,1,5.4,8,8.7,8,1,11.4,8,1,14.3,8,15.1,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,22.0,0,8,1,5.9,,8,8.5,0,8,1,12.0,8,1,15.4,8,16.0,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,28.5,8,1,7.6,8,7.2,8,1,11.3,8,1,15.6,8,15.8,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,22.0,8,1,7.0,8,7.4,8,1,11.4,8,1,14.8,8,15.0,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,17.5,0,8,1,6.0,,8,7.3,0,8,1,12.1,8,1,15.4,8,16.1,8,1,雨時々曇一時晴,8,1,雨時々曇,8,1
2020/10/25,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,1.0,8,1,5.5,8,12.4,8,1,12.6,8,1,14.1,8,14.2,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,1.0,0,8,1,6.0,,8,16.5,0,8,1,13.7,8,1,15.1,8,15.2,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,1.0,8,1,7.7,8,17.9,8,1,13.3,8,1,15.4,8,15.3,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,2.0,8,1,7.1,8,18.5,8,1,14.3,8,1,14.6,8,14.5,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,1.0,0,8,1,6.1,,8,17.6,0,8,1,14.1,8,1,15.1,8,15.4,8,1,曇一時雨後晴,8,1,曇時々晴,8,1
2020/10/26,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,5.6,8,2.1,8,1,13.5,8,1,13.9,8,13.8,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,6.1,,8,3.5,0,8,1,14.4,8,1,14.9,8,15.0,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.8,8,7.7,8,1,14.2,8,1,15.2,8,14.8,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.2,8,8.6,8,1,14.9,8,1,14.4,8,14.0,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,6.1,,8,6.9,0,8,1,14.6,8,1,14.9,8,15.2,8,1,曇時々晴,8,1,晴時々曇,8,1
2020/10/27,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,5.7,8,2.4,8,1,12.2,8,1,13.6,8,13.2,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,6.1,,8,4.0,0,8,1,13.8,8,1,14.7,8,14.4,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.9,8,3.3,8,1,12.9,8,1,15.0,8,14.2,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.2,8,2.6,8,1,13.1,8,1,14.2,8,13.6,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,6.2,,8,2.1,0,8,1,13.8,8,1,14.7,8,14.5,8,1,晴一時曇,8,1,晴後時々曇,8,1
2020/10/28,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,1.5,8,1,5.8,8,6.9,8,1,12.6,8,1,13.4,8,12.7,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,2.0,0,8,1,6.2,,8,5.8,0,8,1,13.4,8,1,14.5,8,13.7,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,8.0,8,6.1,8,1,13.4,8,1,14.8,8,13.8,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.3,8,6.5,8,1,13.2,8,1,14.0,8,13.0,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.5,0,8,1,6.3,,8,6.0,0,8,1,13.7,8,1,14.5,8,13.9,8,1,曇,8,1,曇時々晴一時雨,8,1
2020/10/29,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,6.0,8,1,5.9,8,4.7,8,1,12.3,8,1,13.2,8,13.1,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,7.5,0,8,1,6.3,,8,5.7,0,8,1,13.6,8,1,14.3,8,14.0,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,3.0,8,1,8.1,8,7.5,8,1,13.1,8,1,14.6,8,14.4,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,7.0,8,1,7.3,8,8.8,8,1,13.3,8,1,13.8,8,13.4,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,6.5,0,8,1,6.3,,8,7.2,0,8,1,13.7,8,1,14.3,8,14.0,8,1,晴時々曇,8,1,曇後一時雨,8,1
2020/10/30,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.0,8,5.1,8,1,10.6,8,1,13.0,8,12.4,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,6.3,,8,5.1,0,8,1,12.0,8,1,14.1,8,13.4,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,3.0,8,1,8.1,8,7.5,8,1,10.4,8,1,14.4,8,13.5,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,5.0,8,1,7.3,8,4.8,8,1,10.4,8,1,13.6,8,12.8,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,1.5,0,8,1,6.3,,8,3.7,0,8,1,11.6,8,1,14.1,8,13.2,8,1,晴後雨時々曇,8,1,曇時々晴一時雨,8,1
2020/10/31,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.0,8,2.8,8,1,10.6,8,1,12.8,8,12.5,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,6.3,,8,2.0,0,8,1,11.9,8,1,13.9,8,13.5,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,8.2,8,4.3,8,1,11.2,8,1,14.2,8,13.8,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.3,8,5.1,8,1,10.7,8,1,13.4,8,12.8,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,6.3,,8,2.8,0,8,1,11.5,8,1,13.9,8,13.6,8,1,晴一時曇,8,1,曇時々晴,8,1
